sim_time,ID_3,ID_4
0.0,100.0,0.0
2.5,49.992279052734375,0.0
8.109375,49.97496795654297,0.0
13.734375,49.957611083984375,0.0
19.359375,49.94024658203125,0.0
24.96875,49.922935485839844,0.0
30.59375,49.90557098388672,0.0
36.203125,49.88825988769531,0.0
41.828125,49.87090301513672,0.0
47.453125,49.853538513183594,0.0
53.0625,49.83622741699219,0.0
58.6875,49.818870544433594,0.0
64.296875,49.801551818847656,0.0
69.921875,49.78419494628906,14.90087890625
75.546875,49.76683044433594,31.1865234375
81.15625,49.74951934814453,46.78857421875
86.78125,49.73216247558594,61.786376953125
92.390625,49.71485137939453,76.139892578125
98.015625,49.697486877441406,89.947998046875
103.625,49.68017578125,103.152587890625
109.25,49.662811279296875,115.866943359375
114.875,49.64545440673828,128.048095703125
120.484375,49.628143310546875,139.72509765625
126.109375,49.61077880859375,150.94140625
131.71875,49.593467712402344,161.68896484375
137.34375,49.57611083984375,172.02001953125
142.96875,49.558746337890625,181.941162109375
148.578125,49.54143524169922,191.438232421875
154.203125,49.524078369140625,200.57177734375
159.8125,49.50675964355469,209.3232421875
165.4375,49.489402770996094,217.730224609375
171.046875,49.47209167480469,225.796630859375
176.671875,49.45472717285156,233.54345703125
182.296875,49.43737030029297,240.99365234375
187.90625,49.42005920410156,248.116943359375
193.53125,49.40269470214844,254.978271484375
199.140625,49.38538360595703,255.984619140625
204.765625,49.368019104003906,255.984619140625
210.390625,49.35066223144531,255.984619140625
216.0,49.333351135253906,255.984619140625
221.625,49.31598663330078,255.984619140625
227.234375,49.298675537109375,255.984619140625
232.859375,49.28131866455078,255.984619140625
238.484375,49.263954162597656,255.984619140625
244.09375,49.24664306640625,255.984619140625
249.71875,49.229278564453125,255.984619140625
255.328125,49.21196746826172,255.984619140625
260.953125,49.194610595703125,255.984619140625
266.5625,49.17729949951172,255.984619140625
272.1875,49.159934997558594,255.984619140625
277.8125,49.142578125,255.984619140625
283.421875,49.12525939941406,255.984619140625
289.046875,49.10790252685547,255.984619140625
294.65625,49.09059143066406,255.984619140625
300.28125,49.07322692871094,255.984619140625
305.90625,49.055870056152344,1.507568359375
311.515625,49.03855895996094,5.968994140625
317.140625,49.02119445800781,10.43359375
322.75,49.003883361816406,14.876708984375
328.375,48.98652648925781,19.3232421875
333.984375,48.969207763671875,23.748291015625
339.609375,48.95185089111328,28.176513671875
345.234375,48.934486389160156,32.595703125
350.84375,48.91717529296875,36.99365234375
356.46875,48.899818420410156,41.39453125
362.078125,48.88250732421875,45.7744140625
367.703125,48.865142822265625,50.1572265625
373.328125,48.84778594970703,54.531494140625
378.9375,48.830467224121094,58.884521484375
384.5625,48.8131103515625,63.24072265625
390.171875,48.795799255371094,67.57568359375
395.796875,48.77843475341797,71.913818359375
401.421875,48.76112365722656,76.231201171875
407.03125,48.74376678466797,80.551513671875
412.65625,48.726402282714844,84.86328125
418.265625,48.70909118652344,89.154052734375
423.890625,48.69172668457031,93.44775390625
429.5,48.674415588378906,97.720947265625
435.125,48.65705871582031,101.9970703125
440.75,48.63969421386719,106.2646484375
446.359375,48.62238311767578,110.51123046875
451.984375,48.60502624511719,114.760986328125
457.59375,48.58771514892578,118.989990234375
463.21875,48.570350646972656,123.22216796875
468.84375,48.55299377441406,127.445556640625
474.453125,48.535675048828125,131.64892578125
480.078125,48.51831817626953,135.855224609375
485.6875,48.501007080078125,140.041015625
491.3125,48.483642578125,144.2294921875
496.921875,48.466331481933594,148.39794921875
502.546875,48.448974609375,152.5693359375
508.171875,48.431610107421875,156.732177734375
513.78125,48.41429901123047,160.87451171875
519.40625,48.396934509277344,165.02001953125
525.015625,48.37962341308594,169.1455078125
530.640625,48.362266540527344,173.27392578125
536.265625,48.34490203857422,177.393798828125
541.875,48.32759094238281,181.493896484375
547.5,48.31023406982422,185.5966796875
553.109375,48.29291534423828,189.679443359375
558.734375,48.27555847167969,193.764892578125
564.34375,48.25824737548828,197.830810546875
569.96875,48.240882873535156,201.899658203125
575.59375,48.22352600097656,205.9599609375
581.203125,48.206214904785156,210.000244140625
586.828125,48.18885040283203,214.043701171875
592.4375,48.171539306640625,218.067626953125
598.0625,48.15418243408203,222.09423828125
603.6875,48.136817932128906,226.112548828125
609.296875,48.1195068359375,230.111328125
614.921875,48.102142333984375,234.112548828125
620.53125,48.08483123779297,238.094482421875
626.15625,48.067474365234375,242.079345703125
631.78125,48.05010986328125,246.055908203125
637.390625,48.032798767089844,250.012939453125
643.015625,48.01544189453125,253.97265625
648.625,47.99812316894531,255.993408203125
654.25,47.98076629638672,255.993408203125
659.859375,47.96345520019531,255.993408203125
665.484375,47.94609069824219,255.993408203125
671.109375,47.928733825683594,255.993408203125
676.71875,47.91142272949219,255.993408203125
682.34375,47.89405822753906,255.993408203125
687.953125,47.876747131347656,255.993408203125
693.578125,47.85938262939453,255.993408203125
699.203125,47.84202575683594,255.993408203125
704.8125,47.82471466064453,255.993408203125
710.4375,47.807350158691406,255.993408203125
716.046875,47.7900390625,255.993408203125
721.671875,47.772682189941406,255.993408203125
727.28125,47.75537109375,255.993408203125
732.90625,47.738006591796875,255.993408203125
738.53125,47.72064971923828,255.993408203125
744.140625,47.703330993652344,255.993408203125
749.765625,47.68597412109375,255.993408203125
755.375,47.668663024902344,255.993408203125
761.0,47.65129852294922,255.993408203125
766.625,47.633941650390625,255.993408203125
772.234375,47.61663055419922,255.993408203125
777.859375,47.599266052246094,255.993408203125
783.46875,47.58195495605469,255.993408203125
789.09375,47.56459045410156,255.993408203125
794.71875,47.547279357910156,255.993408203125
