sim_time,ID_3
1.65625,99.99488067626953
40.984375,99.87350463867188
60.65625,99.81278991699219
99.984375,99.69141387939453
119.640625,99.63074493408203
161.78125,99.50068664550781
181.453125,99.43997192382812
220.78125,99.31859588623047
240.453125,99.25788116455078
279.78125,99.1364974975586
299.4375,99.07583618164062
341.578125,98.94577026367188
361.25,98.88506317138672
400.578125,98.76367950439453
420.234375,98.70301818847656
459.5625,98.58163452148438
479.234375,98.52091979980469
521.375,98.39086151123047
541.03125,98.33019256591797
580.375,98.20877075195312
600.03125,98.14810180664062
639.359375,98.02672576904297
659.03125,97.96601104736328
701.171875,97.83595275878906
720.828125,97.77528381347656
760.15625,97.6539077758789
779.828125,97.59319305419922
819.15625,97.47180938720703
838.8125,97.41114807128906
880.953125,97.28108215332031
939.953125,97.09899139404297
959.625,97.03827667236328
1001.75,96.90826416015625
1021.421875,96.84754943847656
1060.75,96.7261734008789
1080.421875,96.66545867919922
1119.75,96.54408264160156
1139.40625,96.48341369628906
1181.546875,96.35335540771484
1201.21875,96.29264068603516
1240.546875,96.1712646484375
1260.203125,96.110595703125
1299.53125,95.98921203613281
1319.203125,95.92850494384766
1361.34375,95.7984390258789
1381.0,95.73777770996094
1420.34375,95.61634826660156
1440.0,95.5556869506836
1479.328125,95.4343032836914
1499.0,95.37358856201172
1541.140625,95.2435302734375
1560.796875,95.182861328125
1600.125,95.06148529052734
1619.796875,95.00077056884766
1659.125,94.87939453125
1678.796875,94.81867980957031
1720.921875,94.68866729736328
1740.59375,94.6279525756836
1779.921875,94.5065689086914
1799.59375,94.44586181640625
1838.921875,94.32447814941406
1858.578125,94.2638168334961
1900.71875,94.13375091552734
1920.390625,94.07303619384766
1959.71875,93.95166015625
1979.375,93.8909912109375
2018.703125,93.76961517333984
2038.375,93.70890045166016
2080.515625,93.57884216308594
2100.171875,93.51817321777344
2139.515625,93.3967514038086
2159.171875,93.3360824584961
2198.5,93.21470642089844
2218.171875,93.15399169921875
2260.3125,93.02392578125
2279.96875,92.96326446533203
2319.296875,92.84188079833984
2338.96875,92.78117370605469
2378.296875,92.6597900390625
2397.953125,92.59912872314453
2440.09375,92.46906280517578
2459.765625,92.4083480834961
2499.09375,92.28697204589844
2518.765625,92.22625732421875
2558.09375,92.1048812866211
2577.75,92.0442123413086
2619.890625,91.91415405273438
2639.5625,91.85343933105469
2678.890625,91.73206329345703
2698.546875,91.67139434814453
2737.875,91.55001831054688
2757.546875,91.48930358886719
2799.6875,91.35923767089844
2819.34375,91.29857635498047
2858.6875,91.1771469116211
2878.34375,91.11648559570312
2917.671875,90.99510192871094
2937.34375,90.93438720703125
2979.484375,90.80432891845703
2999.140625,90.74365997314453
3038.46875,90.62228393554688
3058.140625,90.56156921386719
3097.46875,90.44019317626953
3117.125,90.37952423095703
3159.265625,90.24946594238281
3178.9375,90.18875122070312
3218.265625,90.06736755371094
3237.9375,90.00666046142578
3277.265625,89.8852767944336
3296.921875,89.82461547851562
3339.0625,89.69454956054688
3358.734375,89.63383483886719
3398.0625,89.51245880126953
3417.71875,89.45178985595703
3457.046875,89.33041381835938
3476.71875,89.26969909667969
3518.859375,89.13964080810547
3538.515625,89.07897186279297
3577.859375,88.95759582519531
3597.515625,88.89688110351562
3636.84375,88.77550506591797
3656.515625,88.71479034423828
3698.65625,88.58472442626953
3718.3125,88.52406311035156
3757.640625,88.40267944335938
3777.3125,88.34197235107422
3816.640625,88.22058868408203
3836.296875,88.15992736816406
3878.4375,88.02986145019531
3898.109375,87.96914672851562
3937.4375,87.84777069091797
3951.484375,87.8044204711914
3957.109375,87.78705596923828
3999.234375,87.65704345703125
4018.90625,87.59632873535156
4058.234375,87.4749526977539
4077.90625,87.41423797607422
4117.234375,87.29286193847656
4136.890625,87.23219299316406
4179.03125,87.10213470458984
4198.703125,87.04141998291016
4238.03125,86.92003631591797
4257.6875,86.859375
4297.015625,86.73799133300781
4316.6875,86.67728424072266
4358.828125,86.5472183227539
4378.484375,86.48655700683594
4417.828125,86.36512756347656
4437.484375,86.30445861816406
4476.8125,86.1830825805664
4496.484375,86.12236785888672
4538.625,85.9923095703125
4558.28125,85.931640625
4597.609375,85.81026458740234
4617.28125,85.74954986572266
4656.609375,85.62816619873047
4676.28125,85.56745910644531
4718.40625,85.43744659423828
4738.078125,85.3767318725586
4777.40625,85.2553482055664
4797.078125,85.19463348388672
4836.40625,85.07325744628906
4856.0625,85.01258850097656
4898.203125,84.88253021240234
