sim_time,ID_3,ID_4
0.0,100.0,0.0
0.015625,99.9996109008789,0.0
0.046875,99.99884033203125,0.0
0.078125,99.99884033203125,0.0
0.109375,99.99884033203125,0.0
0.140625,99.99884033203125,0.0
0.171875,99.99884033203125,0.0
0.203125,99.99884033203125,0.0
0.234375,99.99884033203125,0.0
0.265625,99.99884033203125,0.0
0.296875,99.99884033203125,0.0
0.328125,99.99884033203125,0.0
0.359375,99.99884033203125,0.0
0.390625,99.99884033203125,0.0
0.421875,99.99884033203125,0.0
0.453125,99.99884033203125,0.0
0.484375,99.99884033203125,0.0
0.515625,99.99884033203125,0.0
0.546875,99.99884033203125,0.0
0.578125,99.99884033203125,0.0
0.609375,99.99884033203125,0.0
0.640625,99.99884033203125,0.0
0.671875,99.99884033203125,0.0
0.703125,99.99884033203125,0.0
0.734375,99.99884033203125,0.0
0.765625,99.99884033203125,0.0
0.796875,99.99884033203125,0.0
0.828125,99.99884033203125,0.0
0.859375,99.99884033203125,0.0
0.890625,99.99884033203125,0.0
0.921875,99.99884033203125,0.0
0.953125,99.99884033203125,0.0
0.984375,99.99884033203125,0.0
1.015625,99.99884033203125,0.0
1.046875,99.99884033203125,0.0
1.078125,99.99884033203125,0.0
1.109375,99.99884033203125,0.0
1.140625,99.99884033203125,0.0
1.171875,99.99884033203125,0.0
1.203125,99.9980697631836,0.0
1.234375,99.99729919433594,0.0
1.265625,99.99652099609375,0.0
1.296875,99.9957504272461,0.0
1.328125,99.99497985839844,0.0
1.359375,99.99420928955078,0.0
1.390625,99.99343872070312,0.0
1.421875,99.99266815185547,0.0
1.453125,99.99189758300781,0.0
1.484375,99.99111938476562,0.0
1.515625,99.99034881591797,0.0
1.546875,99.98957824707031,0.0
1.578125,99.98880767822266,0.0
1.609375,99.988037109375,0.0
1.640625,99.98726654052734,0.0
1.671875,99.98649597167969,0.0
1.703125,99.98572540283203,0.0
1.734375,99.98494720458984,0.0
1.765625,99.98417663574219,0.0
1.796875,99.98340606689453,0.0
1.828125,99.98263549804688,0.0
1.859375,99.98186492919922,0.0
1.890625,99.98109436035156,0.0
1.921875,99.9803237915039,0.0
1.953125,99.97954559326172,0.0
1.984375,99.97877502441406,0.0
2.015625,99.9780044555664,0.0
2.046875,99.97723388671875,0.0
2.078125,99.9764633178711,0.0
2.109375,99.97569274902344,0.0
2.140625,99.97492218017578,0.0
2.171875,99.97415161132812,0.0
2.203125,99.97337341308594,0.0
2.234375,99.97260284423828,0.0
2.265625,99.97183227539062,0.0
2.296875,99.97106170654297,0.0
2.328125,99.97029113769531,0.0
2.359375,99.96952056884766,0.0
2.390625,99.96875,0.0
2.421875,99.96797180175781,0.0
2.453125,99.96720123291016,0.0
2.484375,99.9664306640625,0.0
2.515625,99.96566009521484,0.0
2.546875,99.96488952636719,0.0
2.578125,99.96411895751953,0.0
2.609375,99.96334838867188,0.0
2.640625,99.96257781982422,0.0
2.671875,99.96179962158203,0.0
2.703125,99.96102905273438,0.0
2.734375,99.96025848388672,0.0
2.765625,99.95948791503906,0.0
2.796875,99.9587173461914,0.0
2.828125,99.95794677734375,0.0
2.859375,99.9571762084961,0.0
2.890625,99.9563980102539,0.0
2.921875,99.95562744140625,0.0
2.953125,99.9548568725586,0.0
2.984375,99.95408630371094,0.0
3.015625,99.95331573486328,0.0
3.046875,99.95254516601562,0.0
3.078125,99.95177459716797,0.0
3.109375,99.95100402832031,0.0
3.140625,99.95022583007812,0.0
3.171875,99.94945526123047,0.0
3.203125,99.94868469238281,0.0
3.234375,99.94791412353516,0.0
3.265625,99.9471435546875,0.0
3.296875,99.94637298583984,0.0
3.328125,99.94560241699219,0.0
3.359375,99.94483184814453,0.0
3.390625,99.94405364990234,0.0
3.421875,99.94328308105469,0.0
3.453125,99.94251251220703,0.0
3.484375,99.94174194335938,0.0
3.515625,99.94097137451172,0.0
3.546875,99.94020080566406,0.0
3.578125,99.9394302368164,0.0
3.609375,99.93865203857422,0.0
3.640625,99.93788146972656,0.0
3.671875,99.9371109008789,0.0
3.703125,99.93634033203125,0.0
3.734375,99.9355697631836,0.0
3.765625,99.93479919433594,0.0
3.796875,99.93402862548828,0.0
3.828125,99.93325805664062,0.0
3.859375,99.93247985839844,0.0
3.890625,99.93170928955078,0.0
3.921875,99.93093872070312,0.0
3.953125,99.93016815185547,0.0
3.984375,99.92939758300781,0.0
