sim_time,ID_3,ID_4
9.3125,,
71.109375,99.78053283691406,0.0
130.109375,99.59843444824219,44.6240234375
166.625,,
172.25,,
177.859375,,
183.484375,,
189.09375,,
194.71875,,
200.34375,,
205.953125,,
211.578125,,
217.1875,,
222.8125,,
228.4375,,
234.046875,,
239.671875,,
245.28125,,
256.515625,,
262.140625,,
267.765625,,
273.375,,
279.0,,
284.609375,,
290.234375,,
295.859375,,
301.46875,,
307.09375,,
312.703125,,
318.328125,,
323.953125,,
329.5625,,
335.1875,,
340.796875,,
346.421875,,
352.03125,,
357.65625,,
363.28125,,
368.890625,,
374.515625,,
380.125,,
385.75,,
391.375,,
396.984375,,
402.609375,,
408.21875,,
413.84375,,
419.453125,,
425.078125,,
436.3125,,
441.9375,,
447.546875,,
453.171875,,
458.796875,,
464.40625,,
470.03125,,
475.640625,,
481.265625,,
486.890625,,
492.5,,
498.125,,
503.734375,,
509.359375,,
514.96875,,
520.59375,,
526.21875,,
531.828125,,
537.453125,,
543.0625,,
548.6875,,
554.3125,,
559.921875,,
565.546875,,
571.15625,,
576.78125,,
582.390625,,
588.015625,,
593.640625,,
599.25,,
604.875,,
616.109375,,
621.734375,,
627.34375,,
632.96875,,
638.578125,,
644.203125,,
649.8125,,
655.4375,,
661.0625,,
666.671875,,
672.296875,,
677.90625,,
683.53125,,
689.15625,,
694.765625,,
700.390625,,
706.0,,
711.625,,
717.25,,
722.859375,,
728.484375,,
734.09375,,
739.71875,,
745.328125,,
750.953125,,
756.578125,,
762.1875,,
767.8125,,
773.421875,,
779.046875,,
784.671875,,
795.90625,,
801.515625,,
807.140625,,
812.75,,
818.375,,
824.0,,
829.609375,,
835.234375,,
840.84375,,
846.46875,,
852.09375,,
857.703125,,
863.328125,,
868.9375,,
874.5625,,
880.1875,,
885.796875,,
891.421875,,
897.03125,,
902.65625,,
908.265625,,
913.890625,,
919.515625,,
925.125,,
930.75,,
936.359375,,
941.984375,,
947.609375,,
953.21875,,
958.84375,,
964.453125,,
975.6875,,
981.3125,,
986.9375,,
992.546875,,
998.171875,,
1003.78125,,
1009.40625,,
1015.03125,,
1020.640625,,
1026.265625,,
1031.875,,
1037.5,,
1043.109375,,
1048.734375,,
1054.359375,,
1059.96875,,
1065.59375,,
1071.203125,,
1076.828125,,
1082.453125,,
1088.0625,,
1093.6875,,
1099.296875,,
1104.921875,,
1110.546875,,
1116.15625,,
1121.78125,,
1127.390625,,
1133.015625,,
1138.625,,
1144.25,,
1155.484375,,
1161.109375,,
1166.71875,,
1172.34375,,
1177.96875,,
1183.578125,,
1189.203125,,
1194.8125,,
1200.4375,,
1206.046875,,
1211.671875,,
1217.296875,,
1222.90625,,
1228.53125,,
1234.140625,,
1239.765625,,
1245.390625,,
1251.0,,
1256.625,,
1262.234375,,
1267.859375,,
1273.484375,,
1279.09375,,
1284.71875,,
1290.328125,,
1295.953125,,
1301.5625,,
1307.1875,,
1312.8125,,
1318.421875,,
1324.046875,,
1335.28125,,
1340.90625,,
1346.515625,,
1352.140625,,
1357.75,,
1363.375,,
1368.984375,,
1374.609375,,
1380.234375,,
1385.84375,,
1391.46875,,
1397.078125,,
1402.703125,,
1408.328125,,
1413.9375,,
1419.5625,,
1425.171875,,
1430.796875,,
1436.40625,,
1442.03125,,
1447.65625,,
1453.265625,,
1458.890625,,
1464.5,,
1470.125,,
1475.75,,
1481.359375,,
1486.984375,,
1492.59375,,
1498.21875,,
1503.84375,,
1515.078125,,
1520.6875,,
1526.3125,,
1531.921875,,
1537.546875,,
1543.171875,,
1548.78125,,
1554.40625,,
1560.015625,,
1565.640625,,
1571.265625,,
1576.875,,
1582.5,,
1588.109375,,
1593.734375,,
1599.34375,,
1604.96875,,
1610.59375,,
1616.203125,,
1621.828125,,
1627.4375,,
1633.0625,,
1638.6875,,
1644.296875,,
1649.921875,,
1655.53125,,
1661.15625,,
1666.78125,,
1672.390625,,
1678.015625,,
1683.625,,
1748.25,,
1810.046875,94.4135971069336,252.421875
1869.046875,94.23150634765625,252.698486328125
1928.03125,,
1989.84375,93.85868835449219,253.256591796875
2048.828125,93.6766357421875,253.528076171875
2107.828125,,
2169.625,93.30381774902344,254.070556640625
2228.625,93.1217269897461,254.32763671875
2287.625,,
2349.421875,92.74890899658203,254.8515625
2408.421875,92.56681823730469,255.104248046875
2467.40625,,
2529.21875,92.1939926147461,255.610595703125
2588.21875,92.01190185546875,255.851318359375
2647.203125,,
2709.015625,91.63908386230469,255.999755859375
2768.0,91.45703887939453,255.999755859375
2827.0,,
2888.796875,91.08422088623047,255.999755859375
2947.796875,90.90213012695312,255.999755859375
3006.796875,,
3068.59375,90.52930450439453,255.999755859375
3127.59375,90.34721374511719,255.999755859375
3186.578125,,
3220.296875,,
3225.921875,,
3231.53125,,
3237.15625,,
3242.765625,,
3254.0,,
3259.625,,
3265.25,,
3270.859375,,
3276.484375,,
3282.09375,,
3287.71875,,
3293.34375,,
3298.953125,,
3304.578125,,
3310.1875,,
3315.8125,,
3321.4375,,
3327.046875,,
3332.671875,,
3338.28125,,
3343.90625,,
3349.515625,,
3355.140625,,
3360.765625,,
3366.375,,
3372.0,,
3377.609375,,
3383.234375,,
3388.859375,,
3394.46875,,
3400.09375,,
3405.703125,,
3411.328125,,
3416.9375,,
3422.5625,,
3433.796875,,
3439.421875,,
3445.03125,,
3450.65625,,
3456.28125,,
3461.890625,,
3467.515625,,
3473.125,,
3478.75,,
3484.359375,,
3489.984375,,
3495.609375,,
3501.21875,,
3506.84375,,
3512.453125,,
3518.078125,,
3523.703125,,
3529.3125,,
3534.9375,,
3540.546875,,
3546.171875,,
3551.796875,,
3557.40625,,
3563.03125,,
3568.640625,,
3574.265625,,
3579.875,,
3585.5,,
3591.125,,
3596.734375,,
3602.359375,,
3613.59375,,
3619.21875,,
3624.828125,,
3630.453125,,
3636.0625,,
3641.6875,,
3647.296875,,
3652.921875,,
3658.546875,,
3664.15625,,
3669.78125,,
3675.390625,,
3681.015625,,
3686.640625,,
3692.25,,
3697.875,,
3703.484375,,
3709.109375,,
3714.734375,,
3720.34375,,
3725.96875,,
3731.578125,,
3737.203125,,
3742.8125,,
3748.4375,,
3754.0625,,
3759.671875,,
3765.296875,,
3770.90625,,
3776.53125,,
3782.15625,,
3793.390625,,
3799.0,,
3804.625,,
3810.234375,,
3815.859375,,
3821.484375,,
3827.09375,,
3832.71875,,
3838.328125,,
3843.953125,,
3849.578125,,
3855.1875,,
3860.8125,,
3866.421875,,
3872.046875,,
3877.65625,,
3883.28125,,
3888.90625,,
3894.515625,,
3900.140625,,
3905.75,,
3911.375,,
3917.0,,
3922.609375,,
3928.234375,,
3933.84375,,
3939.46875,,
3945.09375,,
3950.703125,,
3956.328125,,
3961.9375,,
3973.171875,,
3978.796875,,
3984.421875,,
3990.03125,,
3995.65625,,
4001.265625,,
4006.890625,,
4012.515625,,
4018.125,,
4023.75,,
4029.359375,,
4034.984375,,
4040.59375,,
4046.21875,,
4051.84375,,
4057.453125,,
4063.078125,,
4068.6875,,
4074.3125,,
4079.9375,,
4085.546875,,
4091.171875,,
4096.78125,,
4102.40625,,
4108.03125,,
4113.640625,,
4119.265625,,
4124.875,,
4130.5,,
4136.109375,,
4141.734375,,
4152.96875,,
4158.59375,,
4164.203125,,
4169.828125,,
4175.453125,,
4181.0625,,
4186.6875,,
4192.296875,,
4197.921875,,
4203.53125,,
